,heart,heartbeat_label
2850,-3.8,False
2851,-1.92,False
2852,-3.31,False
2853,-0.84,False
2854,0.48,False
2855,-2.25,False
2856,-1.54,False
2857,1.05,False
2858,-1.08,False
2859,-2.19,False
2860,0.7,False
2861,0.15,False
2862,-2.37,False
2863,-0.22,False
2864,1.0,False
2865,-1.9,False
2866,-1.33,False
2867,1.26,False
2868,-0.86,False
2869,-2.16,False
2870,0.72,False
2871,0.23,False
2872,-2.4,False
2873,-0.34,False
2874,0.97,False
2875,-1.91,False
2876,-1.41,False
2877,1.2,False
2878,-0.88,False
2879,-2.25,False
2880,0.67,False
2881,0.24,False
2882,-2.36,False
2883,-0.3,False
2884,1.02,False
2885,-1.9,False
2886,-1.44,False
2887,1.2,False
2888,-0.86,False
2889,-2.19,False
2890,0.67,False
2891,0.23,False
2892,-2.35,False
2893,-0.3,False
2894,0.96,False
2895,-1.9,False
2896,-1.49,False
2897,1.15,False
2898,-0.89,False
2899,-2.16,False
2900,0.62,False
2901,0.13,False
2902,-2.42,False
2903,-0.38,False
2904,0.77,False
2905,-2.02,False
2906,-1.48,False
2907,3.2,False
2908,8.15,False
2909,2.42,False
2910,-2.92,False
2911,-5.24,False
2912,-5.93,False
2913,-2.11,False
2914,0.03,False
2915,-2.5,False
2916,-1.77,False
2917,0.92,False
2918,-0.98,False
2919,-2.18,False
2920,0.7,False
2921,0.24,False
2922,-2.28,False
2923,-0.23,False
2924,1.11,False
2925,-1.64,False
2926,-1.25,False
2927,1.33,False
2928,-0.65,False
2929,-1.95,False
2930,0.85,False
2931,0.32,False
2932,-2.32,False
2933,-0.39,False
2934,0.89,False
2935,-1.94,False
2936,-1.57,False
2937,0.99,False
2938,-0.91,False
2939,-2.19,False
2940,0.56,False
2941,0.12,False
2942,-2.32,False
2943,-0.26,False
2944,0.96,False
2945,-1.96,False
2946,-1.56,False
2947,1.04,False
2948,-0.96,False
2949,-2.19,False
2950,0.62,False
2951,0.13,False
2952,-2.29,False
2953,-0.23,False
2954,0.97,False
2955,-1.88,False
2956,-1.37,False
2957,1.14,False
2958,-0.98,False
2959,-2.18,False
2960,0.7,False
2961,0.18,False
2962,-2.39,False
2963,-0.36,False
2964,0.94,False
2965,-1.91,False
2966,-1.41,False
2967,1.13,False
2968,-0.69,False
2969,3.61,False
2970,7.89,False
2971,-1.18,False
2972,-7.56,False
2973,-4.07,False
2974,-0.53,False
2975,-2.51,False
2976,-1.86,False
2977,0.9,False
2978,-1.02,False
2979,-2.3,False
2980,0.61,False
2981,0.21,False
2982,-2.42,False
2983,-0.39,False
2984,0.96,False
2985,-1.84,False
2986,-1.44,False
2987,1.16,False
2988,-0.86,False
2989,-2.15,False
2990,0.67,False
2991,0.24,False
2992,-2.31,False
2993,-0.31,False
2994,1.01,False
2995,-1.86,False
2996,-1.44,False
2997,1.15,False
2998,-0.86,False
2999,-2.19,False
3000,0.69,False
3001,0.23,False
3002,-2.36,False
3003,-0.3,False
3004,1.02,False
3005,-1.84,False
3006,-1.46,False
3007,1.17,False
3008,-0.86,False
3009,-2.22,False
3010,0.68,False
3011,0.31,False
3012,-2.35,False
3013,-0.4,False
3014,1.02,False
3015,-1.82,False
3016,-1.5,False
3017,1.2,False
3018,-0.76,False
3019,-2.26,False
3020,0.64,False
3021,0.38,False
3022,-2.33,False
3023,-0.5,False
3024,0.95,False
3025,-1.8,False
3026,-1.55,False
3027,1.07,False
3028,-0.85,False
3029,-2.34,False
3030,3.07,False
3031,10.0,False
3032,5.46,False
3033,-2.79,False
3034,-6.19,False
3035,-7.37,False
3036,-4.14,False
3037,0.16,False
3038,-1.38,False
3039,-2.72,False
3040,0.32,False
3041,0.11,False
3042,-2.5,False
3043,-0.45,False
3044,0.92,False
3045,-1.88,False
3046,-1.53,False
3047,1.11,False
3048,-0.85,False
3049,-2.24,False
3050,0.58,False
3051,0.23,False
3052,-2.38,False
3053,-0.39,False
3054,1.02,False
3055,-1.82,False
3056,-1.5,False
3057,1.14,False
3058,-0.81,False
3059,-2.25,False
3060,0.58,False
3061,0.31,False
3062,-2.5,False
3063,-0.51,False
3064,0.87,False
3065,-1.83,False
3066,-1.51,False
3067,1.08,False
3068,-0.92,False
3069,-2.33,False
3070,0.46,False
3071,0.21,False
3072,-2.39,False
3073,-0.39,False
3074,1.04,False
3075,-1.74,False
3076,-1.47,False
3077,1.16,False
3078,-0.75,False
3079,-2.19,False
3080,0.62,False
3081,0.31,False
3082,-2.31,False
3083,-0.39,False
3084,1.02,False
3085,-1.8,False
3086,-1.48,False
3087,1.17,False
3088,-0.79,False
3089,-2.26,False
3090,0.58,False
3091,0.88,False
3092,4.04,False
3093,7.92,False
3094,0.06,False
3095,-7.58,False
3096,-6.23,False
3097,-0.89,False
3098,-1.59,False
3099,-2.76,False
3100,0.23,False
3101,0.08,False
3102,-2.5,False
3103,-0.48,False
3104,0.99,False
3105,-1.85,False
3106,-1.5,False
3107,1.18,False
3108,-0.74,False
3109,-2.21,False
3110,0.68,False
3111,0.42,False
3112,-2.21,False
3113,-0.39,False
3114,1.04,False
3115,-1.79,False
3116,-1.55,False
3117,1.1,False
3118,-0.81,False
3119,-2.23,False
3120,0.61,False
3121,0.26,False
3122,-2.37,False
3123,-0.42,False
3124,1.02,False
3125,-1.8,False
3126,-1.51,False
3127,1.15,False
3128,-0.83,False
3129,-2.27,False
3130,0.55,False
3131,0.25,False
3132,-2.4,False
3133,-0.44,False
3134,1.02,False
3135,-1.8,False
3136,-1.48,False
3137,1.12,False
3138,-0.8,False
3139,-2.27,False
3140,0.56,False
3141,0.31,False
3142,-2.37,False
3143,-0.47,False
3144,1.11,False
3145,-1.72,False
3146,-1.48,False
3147,1.17,False
3148,-0.75,False
3149,-2.25,False
3150,0.55,False
3151,0.28,False
3152,-2.41,False
3153,3.16,False
3154,10.0,False
3155,6.04,False
3156,-4.17,False
3157,-6.18,False
3158,-6.17,False
3159,-4.81,False
3160,-0.42,False
3161,-0.26,False
3162,-2.78,False
3163,-0.75,False
3164,0.83,False
3165,-1.89,False
3166,-1.58,False
3167,1.12,False
3168,-0.81,False
3169,-2.28,False
3170,0.56,False
3171,0.3,False
3172,-2.33,False
3173,-0.42,False
3174,1.02,False
3175,-1.79,False
3176,-1.55,False
3177,1.14,False
3178,-0.73,False
3179,-2.18,False
3180,0.56,False
3181,0.32,False
3182,-2.29,False
3183,-0.42,False
3184,1.07,False
3185,-1.77,False
3186,-1.54,False
3187,1.17,False
3188,-0.67,False
3189,-2.17,False
3190,0.62,False
3191,0.36,False
3192,-2.27,False
3193,-0.39,False
3194,1.14,False
3195,-1.65,False
3196,-1.41,False
3197,1.26,False
3198,-0.6,False
3199,-2.09,False
3200,0.69,False
3201,0.42,False
3202,-2.2,False
3203,-0.36,False
3204,1.16,False
3205,-1.66,False
3206,-1.44,False
3207,1.25,False
3208,-0.64,False
3209,-2.11,False
3210,0.68,False
3211,0.42,False
3212,-2.26,False
3213,-0.43,False
3214,2.04,False
3215,5.44,False
3216,2.92,False
3217,-1.69,False
3218,-5.45,False
3219,-5.3,False
3220,-0.61,False
3221,-0.37,False
3222,-3.03,False
3223,-0.99,False
3224,0.64,False
3225,-2.01,False
3226,-1.48,False
3227,1.48,False
3228,-0.33,False
3229,-1.61,False
3230,1.36,False
3231,1.17,False
3232,-1.47,False
3233,0.46,False
3234,1.93,False
3235,-1.02,False
3236,-0.7,False
3237,1.93,False
3238,-0.06,False
3239,-1.63,False
3240,1.22,False
3241,0.91,False
3242,-1.84,False
3243,0.06,False
3244,1.48,False
3245,-1.37,False
3246,-1.23,False
3247,1.4,False
3248,-0.54,False
3249,-2.06,False
3250,0.79,False
3251,0.5,False
3252,-2.21,False
3253,-0.31,False
3254,1.21,False
3255,-1.7,False
3256,-1.48,False
3257,1.28,False
3258,-0.66,False
3259,-2.12,False
3260,0.73,False
3261,0.47,False
3262,-2.22,False
3263,-0.37,False
3264,1.25,False
3265,-1.63,False
3266,-1.49,False
3267,1.2,False
3268,-0.64,False
3269,-2.19,False
3270,0.7,False
3271,0.61,False
3272,-2.18,False
3273,-0.24,False
3274,1.51,False
3275,-1.27,False
3276,3.36,False
3277,10.0,False
3278,9.83,False
3279,-1.87,False
3280,-6.24,False
3281,-5.57,False
3282,-5.15,False
3283,-1.02,False
3284,1.44,False
3285,-1.17,False
3286,-0.85,False
3287,2.03,False
3288,0.28,False
3289,-1.22,False
3290,1.78,False
3291,1.8,False
3292,-0.71,False
3293,1.48,False
3294,3.4,False
3295,0.76,False
3296,1.23,False
3297,4.23,False
3298,2.5,False
3299,1.06,False
3300,4.06,False
3301,4.21,False
3302,1.83,False
3303,4.29,False
3304,6.87,False
3305,4.24,False
3306,5.17,False
3307,10.0,False
3308,8.29,False
3309,6.4,False
3310,10.0,False
3311,10.0,False
3312,7.42,False
3313,10.0,False
3314,10.0,False
3315,10.0,False
3316,10.0,False
3317,10.0,False
3318,10.0,False
3319,10.0,False
3320,10.0,False
3321,10.0,False
3322,10.0,False
3323,10.0,False
3324,10.0,False
3325,10.0,False
3326,10.0,False
3327,10.0,False
3328,10.0,False
3329,10.0,False
3330,10.0,False
3331,10.0,False
3332,10.0,False
3333,10.0,False
3334,10.0,False
3335,10.0,False
3336,10.0,False
3337,10.0,False
3338,10.0,False
3339,10.0,False
3340,10.0,False
3341,10.0,False
3342,10.0,False
3343,10.0,False
3344,10.0,False
3345,10.0,False
3346,10.0,False
3347,1.63,False
3348,-7.41,False
3349,-10.0,False
3350,-10.0,False
3351,-10.0,False
3352,-10.0,False
3353,-10.0,False
3354,-10.0,False
3355,-10.0,False
3356,-10.0,False
3357,-10.0,False
3358,-10.0,False
3359,-9.14,False
3360,-3.36,False
3361,-2.79,False
3362,-5.1,False
3363,-1.91,False
3364,0.05,False
3365,-3.17,False
3366,-2.39,False
3367,1.66,False
3368,-0.05,False
3369,-1.33,False
3370,2.22,False
3371,2.29,False
3372,0.34,False
3373,4.11,False
3374,8.02,False
3375,5.08,False
3376,6.28,False
3377,10.0,False
3378,8.45,False
3379,4.99,False
3380,6.29,False
3381,2.66,False
3382,-2.97,False
3383,-1.22,False
3384,2.06,False
3385,2.08,False
3386,8.07,False
3387,10.0,False
3388,10.0,False
3389,10.0,False
3390,10.0,False
3391,10.0,False
3392,10.0,False
3393,10.0,False
3394,10.0,False
3395,5.18,False
3396,0.94,False
3397,1.58,False
3398,-1.64,False
3399,0.4,False
3400,4.09,False
3401,-4.69,False
3402,-10.0,False
3403,-9.83,False
3404,-6.61,False
3405,-8.6,False
3406,-7.97,False
3407,-4.5,False
3408,-6.9,False
3409,-9.16,False
3410,-5.79,False
3411,-5.7,False
3412,-8.82,False
3413,-6.34,False
3414,-3.78,False
3415,-6.8,False
3416,-6.69,False
3417,-3.16,False
3418,-5.08,False
3419,-6.64,False
3420,-2.78,False
3421,-2.98,False
3422,-6.64,False
3423,-4.9,False
3424,-3.05,False
3425,-6.83,False
3426,-7.65,False
3427,-5.02,False
3428,-7.92,False
3429,-10.0,False
3430,-8.3,False
3431,-8.72,False
3432,-10.0,False
3433,-10.0,False
3434,-10.0,False
3435,-10.0,False
3436,-10.0,False
3437,-10.0,False
3438,-10.0,False
3439,-10.0,False
3440,-10.0,False
3441,-10.0,False
3442,-10.0,False
3443,-10.0,False
3444,-10.0,False
3445,-10.0,False
3446,-10.0,False
3447,-10.0,False
3448,-10.0,False
3449,-10.0,False
3450,-10.0,False
3451,-10.0,False
3452,-10.0,False
3453,-10.0,False
3454,-10.0,False
3455,-10.0,False
3456,-10.0,False
3457,-10.0,False
3458,-10.0,False
3459,-10.0,False
3460,-10.0,False
3461,-10.0,False
3462,-10.0,False
3463,-10.0,False
3464,-10.0,False
3465,-10.0,False
3466,-10.0,False
3467,-10.0,False
3468,-10.0,False
3469,-10.0,False
3470,-3.96,False
3471,7.96,False
3472,8.65,False
3473,10.0,False
3474,10.0,False
3475,10.0,False
3476,10.0,False
3477,10.0,False
3478,10.0,False
3479,10.0,False
3480,10.0,False
3481,10.0,False
3482,10.0,False
3483,10.0,False
3484,10.0,False
3485,10.0,False
3486,10.0,False
3487,10.0,False
3488,10.0,False
3489,10.0,False
3490,10.0,False
3491,10.0,False
3492,10.0,False
3493,10.0,False
3494,10.0,False
3495,10.0,False
3496,10.0,False
3497,10.0,False
3498,10.0,False
3499,10.0,False
3500,10.0,False
3501,10.0,False
3502,-1.66,False
3503,-10.0,False
3504,-10.0,False
3505,-10.0,False
3506,-10.0,False
3507,-10.0,False
3508,-10.0,False
3509,-10.0,False
3510,-10.0,False
3511,-10.0,False
3512,-10.0,False
3513,-10.0,False
3514,-10.0,False
3515,-10.0,False
3516,-10.0,False
3517,-10.0,False
3518,-10.0,False
3519,-10.0,False
3520,-10.0,False
3521,-10.0,False
3522,-10.0,False
3523,10.0,False
3524,10.0,False
3525,10.0,False
3526,10.0,False
3527,10.0,False
3528,10.0,False
3529,10.0,False
3530,10.0,False
3531,10.0,False
3532,10.0,False
3533,10.0,False
3534,10.0,False
3535,10.0,False
3536,10.0,False
3537,10.0,False
3538,10.0,False
3539,10.0,False
3540,10.0,False
3541,10.0,False
3542,10.0,False
3543,10.0,False
3544,10.0,False
3545,10.0,False
3546,10.0,False
3547,10.0,False
3548,10.0,False
3549,10.0,False
3550,10.0,False
3551,10.0,False
3552,10.0,False
3553,10.0,False
3554,10.0,False
3555,10.0,False
3556,10.0,False
3557,10.0,False
3558,10.0,False
3559,-10.0,False
3560,-10.0,False
3561,-10.0,False
3562,-10.0,False
3563,-10.0,False
3564,-10.0,False
3565,-10.0,False
3566,-10.0,False
3567,-10.0,False
3568,-10.0,False
3569,-10.0,False
3570,-10.0,False
3571,-10.0,False
3572,-10.0,False
3573,-10.0,False
3574,-10.0,False
3575,-10.0,False
3576,10.0,False
3577,10.0,False
3578,10.0,False
3579,10.0,False
3580,10.0,False
3581,10.0,False
3582,10.0,False
3583,10.0,False
3584,10.0,False
3585,10.0,False
3586,10.0,False
3587,10.0,False
3588,10.0,False
3589,10.0,False
3590,10.0,False
3591,10.0,False
3592,4.12,False
3593,-10.0,False
3594,-10.0,False
3595,-10.0,False
3596,-10.0,False
3597,-10.0,False
3598,-10.0,False
3599,-10.0,False
3600,-10.0,False
3601,-10.0,False
3602,-10.0,False
3603,-10.0,False
3604,-10.0,False
3605,-10.0,False
3606,-10.0,False
3607,-10.0,False
3608,-10.0,False
3609,-10.0,False
3610,-10.0,False
3611,-10.0,False
3612,-10.0,False
3613,-10.0,False
3614,-10.0,False
3615,-10.0,False
3616,-10.0,False
3617,-10.0,False
3618,-10.0,False
3619,-10.0,False
3620,-10.0,False
3621,-10.0,False
3622,-10.0,False
3623,-10.0,False
3624,-10.0,False
3625,-10.0,False
3626,-10.0,False
3627,-10.0,False
3628,-10.0,False
3629,-10.0,False
3630,-10.0,False
3631,-10.0,False
3632,-10.0,False
3633,-10.0,False
3634,-10.0,False
3635,-10.0,False
3636,-10.0,False
3637,-10.0,False
3638,-10.0,False
3639,-10.0,False
3640,-10.0,False
3641,-10.0,False
3642,-10.0,False
3643,-10.0,False
3644,-10.0,False
3645,-10.0,False
3646,-10.0,False
3647,-10.0,False
3648,-10.0,False
3649,-10.0,False
3650,-10.0,False
3651,-10.0,False
3652,-10.0,False
3653,-10.0,False
3654,-10.0,False
3655,-10.0,False
3656,-10.0,False
3657,-9.53,False
3658,-2.16,False
3659,-7.01,False
3660,10.0,False
3661,10.0,False
3662,10.0,False
3663,10.0,False
3664,10.0,False
3665,10.0,False
3666,10.0,False
3667,10.0,False
3668,10.0,False
3669,10.0,False
3670,10.0,False
3671,10.0,False
3672,10.0,False
3673,10.0,False
3674,10.0,False
3675,10.0,False
3676,10.0,False
3677,10.0,False
3678,10.0,False
3679,10.0,False
3680,10.0,False
3681,10.0,False
3682,2.5,False
3683,-10.0,False
3684,-10.0,False
3685,-10.0,False
3686,-10.0,False
3687,-10.0,False
3688,-10.0,False
3689,-10.0,False
3690,-10.0,False
3691,-10.0,False
3692,-10.0,False
3693,-10.0,False
3694,-10.0,False
3695,-10.0,False
3696,-10.0,False
3697,-10.0,False
3698,-10.0,False
3699,-10.0,False
3700,-10.0,False
3701,-10.0,False
3702,-10.0,False
3703,-10.0,False
3704,-10.0,False
3705,-10.0,False
3706,-10.0,False
3707,-2.94,False
3708,0.08,False
3709,0.58,False
3710,1.11,False
3711,4.48,False
3712,2.93,False
3713,0.63,False
3714,1.12,False
3715,0.98,False
3716,0.1,False
3717,1.2,False
3718,0.85,False
3719,-0.55,False
3720,-0.39,False
3721,0.47,False
3722,0.83,False
3723,0.54,False
3724,0.59,False
3725,0.62,False
3726,1.14,False
3727,3.69,False
3728,10.0,False
3729,-10.0,False
3730,-10.0,False
3731,-10.0,False
3732,-4.3,False
3733,-1.11,False
3734,-0.46,False
3735,-0.87,False
3736,-0.59,False
3737,-0.67,False
3738,0.59,False
3739,0.41,False
3740,-0.48,False
3741,0.42,False
3742,1.16,False
3743,1.56,False
3744,1.83,False
3745,1.04,False
3746,0.3,False
3747,-0.32,False
3748,-0.62,False
3749,-0.76,False
3750,-0.79,False
3751,-0.75,False
3752,-0.73,False
3753,-0.58,False
3754,-0.47,False
3755,-0.49,False
3756,-0.66,False
3757,-0.73,False
3758,-0.67,False
3759,-0.71,False
3760,-2.87,False
3761,-10.0,False
3762,-10.0,False
3763,-10.0,False
3764,-10.0,False
3765,-10.0,False
3766,-10.0,False
3767,-10.0,False
3768,-10.0,False
3769,-10.0,False
3770,-10.0,False
3771,-10.0,False
3772,-10.0,False
3773,-10.0,False
3774,-10.0,False
3775,-10.0,False
3776,-10.0,False
3777,-10.0,False
3778,-10.0,False
3779,-10.0,False
3780,-10.0,False
3781,-10.0,False
3782,-4.13,False
3783,0.23,False
3784,0.23,False
3785,-0.52,False
3786,-0.75,False
3787,-0.73,False
3788,-0.57,False
3789,-0.54,False
3790,-0.44,False
3791,-0.39,False
3792,-0.45,False
3793,-0.47,False
3794,-0.53,False
3795,-0.64,False
3796,-0.72,False
3797,-0.72,False
3798,-0.76,False
3799,-0.75,False
3800,-0.71,False
3801,-0.66,False
3802,-0.73,False
3803,-0.79,False
3804,-0.8,False
3805,-4.35,False
3806,-10.0,False
3807,-10.0,False
3808,-10.0,False
3809,-10.0,False
3810,-10.0,False
3811,-10.0,False
3812,-10.0,False
3813,-10.0,False
3814,-10.0,False
3815,-10.0,False
3816,-10.0,False
3817,-10.0,False
3818,4.17,False
3819,10.0,False
3820,10.0,False
3821,10.0,False
3822,-4.67,False
3823,-10.0,False
3824,-10.0,False
3825,-10.0,False
3826,-10.0,False
3827,-10.0,False
3828,-10.0,False
3829,-10.0,False
3830,-10.0,False
3831,-10.0,False
3832,-10.0,False
3833,-10.0,False
3834,-10.0,False
3835,-10.0,False
3836,-8.66,False
3837,-3.54,False
3838,-4.3,False
3839,-10.0,False
3840,-10.0,False
3841,-10.0,False
3842,-10.0,False
3843,-10.0,False
3844,-8.69,False
3845,-5.76,False
3846,-6.17,False
3847,-7.66,False
3848,-7.22,False
3849,-7.34,False
3850,-8.9,False
3851,-8.75,False
3852,-8.43,False
3853,-8.95,False
3854,-8.72,False
3855,-10.0,False
3856,-10.0,False
3857,-10.0,False
3858,-10.0,False
3859,-10.0,False
3860,-10.0,False
3861,-10.0,False
3862,-9.45,False
3863,-8.98,False
3864,-8.39,False
3865,-7.2,False
3866,-6.04,False
3867,-5.39,False
3868,-3.45,False
3869,-0.07,False
3870,2.96,False
3871,8.45,False
3872,10.0,False
3873,10.0,False
3874,10.0,False
3875,10.0,False
3876,10.0,False
3877,10.0,False
3878,10.0,False
3879,10.0,False
3880,10.0,False
3881,10.0,False
3882,10.0,False
3883,10.0,False
3884,10.0,False
3885,10.0,False
3886,10.0,False
3887,10.0,False
3888,10.0,False
3889,10.0,False
3890,10.0,False
3891,10.0,False
3892,10.0,False
3893,10.0,False
3894,10.0,False
3895,10.0,False
3896,10.0,False
3897,10.0,False
3898,10.0,False
3899,10.0,False
3900,10.0,False
3901,10.0,False
3902,10.0,False
3903,10.0,False
3904,10.0,False
3905,10.0,False
3906,10.0,False
3907,10.0,False
3908,10.0,False
3909,10.0,False
3910,10.0,False
3911,10.0,False
3912,10.0,False
3913,10.0,False
3914,10.0,False
3915,10.0,False
3916,10.0,False
3917,10.0,False
3918,10.0,False
3919,10.0,False
3920,10.0,False
3921,10.0,False
3922,10.0,False
3923,10.0,False
3924,10.0,False
3925,10.0,False
3926,10.0,False
3927,10.0,False
3928,10.0,False
3929,10.0,False
3930,10.0,False
3931,10.0,False
3932,10.0,False
3933,10.0,False
3934,10.0,False
3935,10.0,False
3936,10.0,False
3937,10.0,False
3938,10.0,False
3939,10.0,False
3940,10.0,False
3941,10.0,False
3942,10.0,False
3943,10.0,False
3944,10.0,False
3945,10.0,False
3946,10.0,False
3947,10.0,False
3948,10.0,False
3949,10.0,False
3950,10.0,False
3951,10.0,False
3952,10.0,False
3953,10.0,False
3954,10.0,False
3955,10.0,False
3956,10.0,False
3957,10.0,False
3958,10.0,False
3959,10.0,False
3960,10.0,False
3961,10.0,False
3962,10.0,False
3963,10.0,False
3964,10.0,False
3965,10.0,False
3966,10.0,False
3967,10.0,False
3968,10.0,False
3969,10.0,False
3970,10.0,False
3971,10.0,False
3972,10.0,False
3973,10.0,False
3974,10.0,False
3975,10.0,False
3976,5.42,False
3977,-1.01,False
3978,-4.84,False
3979,-9.11,False
3980,-10.0,False
3981,-10.0,False
3982,-10.0,False
3983,-10.0,False
3984,-10.0,False
3985,-10.0,False
3986,-10.0,False
3987,-10.0,False
3988,-10.0,False
3989,-10.0,False
3990,-10.0,False
3991,-10.0,False
3992,-10.0,False
3993,-10.0,False
3994,-10.0,False
3995,-10.0,False
3996,-10.0,False
3997,-10.0,False
3998,-10.0,False
3999,-10.0,False
4000,-10.0,False
4001,-10.0,False
4002,-10.0,False
4003,-10.0,False
4004,-10.0,False
4005,-10.0,False
4006,-10.0,False
4007,-10.0,False
4008,-10.0,False
4009,-6.3,False
4010,-1.47,False
4011,-1.02,False
4012,-3.01,False
4013,-4.08,False
4014,-4.19,False
4015,-8.25,False
4016,-10.0,False
4017,-10.0,False
4018,-10.0,False
4019,-10.0,False
4020,-10.0,False
4021,-10.0,False
4022,-10.0,False
4023,-6.01,False
4024,-1.24,False
4025,1.25,False
4026,2.19,False
4027,4.3,False
4028,6.5,False
4029,7.49,False
4030,10.0,False
4031,10.0,False
4032,10.0,False
4033,10.0,False
4034,10.0,False
4035,10.0,False
4036,10.0,False
4037,10.0,False
4038,10.0,False
4039,10.0,False
4040,10.0,False
4041,10.0,False
4042,10.0,False
4043,10.0,False
4044,10.0,False
4045,10.0,False
4046,10.0,False
4047,10.0,False
4048,10.0,False
4049,10.0,False
4050,10.0,False
4051,10.0,False
4052,10.0,False
4053,10.0,False
4054,10.0,False
4055,10.0,False
4056,7.93,False
4057,9.03,False
4058,10.0,False
4059,10.0,False
4060,10.0,False
4061,7.03,False
4062,5.12,False
4063,3.75,False
4064,3.58,False
4065,2.5,False
4066,1.87,False
4067,1.29,False
4068,-0.25,False
4069,-1.52,False
4070,-1.8,False
4071,-2.1,False
4072,-1.87,False
4073,-2.5,False
4074,-3.47,False
4075,-2.12,False
4076,-1.64,False
4077,-3.44,False
4078,-3.58,False
4079,-3.75,False
4080,-3.87,False
4081,-4.61,False
4082,-4.79,False
4083,-5.14,False
4084,-5.17,False
4085,-4.2,False
4086,-4.86,False
4087,-5.46,False
4088,-4.67,False
4089,-5.18,False
4090,-5.57,False
4091,-5.55,False
4092,-6.38,False
4093,-7.03,False
4094,-7.19,False
4095,-7.35,False
4096,-8.43,False
4097,-8.32,False
4098,-8.14,False
4099,-8.65,False
4100,-10.0,False
4101,-9.83,False
4102,-10.0,False
4103,-10.0,False
4104,-10.0,False
4105,-10.0,False
4106,-10.0,False
4107,-10.0,False
4108,-10.0,False
4109,-10.0,False
4110,-10.0,False
4111,-10.0,False
4112,-10.0,False
4113,-6.56,False
4114,-8.08,False
4115,-10.0,False
4116,-10.0,False
4117,-10.0,False
4118,-10.0,False
4119,-10.0,False
4120,-10.0,False
4121,-10.0,False
4122,-10.0,False
4123,-10.0,False
4124,-10.0,False
4125,-10.0,False
4126,-10.0,False
4127,-10.0,False
4128,-10.0,False
4129,-10.0,False
4130,-10.0,False
4131,-10.0,False
4132,-10.0,False
4133,-10.0,False
4134,-10.0,False
4135,-10.0,False
4136,-10.0,False
4137,-9.78,False
4138,-9.31,False
4139,-10.0,False
4140,-10.0,False
4141,-10.0,False
4142,-10.0,False
4143,-10.0,False
4144,-10.0,False
4145,-10.0,False
4146,-10.0,False
4147,-10.0,False
4148,-10.0,False
4149,-10.0,False
4150,-10.0,False
4151,-10.0,False
4152,-10.0,False
4153,-10.0,False
4154,-9.97,False
4155,-9.22,False
4156,-9.72,False
4157,-9.26,False
4158,-8.88,False
4159,-9.33,False
4160,-9.06,False
4161,-8.75,False
4162,-8.43,False
4163,-8.86,False
4164,-8.52,False
4165,-7.73,False
4166,-8.21,False
4167,-8.43,False
4168,-7.39,False
4169,-7.5,False
4170,-7.35,False
4171,-6.8,False
4172,-6.54,False
4173,-6.83,False
4174,-6.81,False
4175,-6.53,False
4176,-6.17,False
4177,-5.66,False
4178,-4.83,False
4179,-5.42,False
4180,-5.27,False
4181,-5.19,False
4182,-5.5,False
4183,-5.07,False
4184,-5.18,False
4185,-4.82,False
4186,-4.73,False
4187,-4.36,False
4188,-3.96,False
4189,-4.87,False
4190,-6.19,False
4191,-7.11,False
4192,-7.19,False
4193,-6.44,False
4194,-4.13,False
4195,-1.33,False
4196,-1.31,False
4197,-1.95,False
4198,-1.23,False
4199,-1.32,False
4200,-2.31,False
4201,-3.17,False
4202,-3.74,False
4203,-4.1,False
4204,-4.03,False
4205,-3.31,False
4206,-3.22,False
4207,-3.62,False
4208,-3.36,False
4209,-4.12,False
4210,-4.1,False
4211,-4.12,False
4212,-3.95,False
4213,-4.19,False
4214,-4.27,False
4215,-3.31,False
4216,-3.92,False
4217,-4.21,False
4218,-3.75,False
4219,-3.6,False
4220,-4.15,False
4221,-3.27,False
4222,-3.58,False
4223,-3.89,False
4224,-3.83,False
4225,-3.21,False
4226,-3.52,False
4227,-3.05,False
4228,-3.98,False
4229,-3.9,False
4230,-3.11,False
4231,-3.2,False
4232,-3.81,False
4233,-3.93,False
4234,-3.51,False
4235,-3.36,False
4236,-4.38,False
4237,-3.52,False
4238,-3.05,False
4239,-4.14,False
4240,-4.44,False
4241,-3.83,False
4242,-3.67,False
4243,-3.08,False
4244,-3.2,False
4245,-3.21,False
4246,-3.48,False
4247,-3.62,False
4248,-2.9,False
4249,-2.5,False
4250,-2.62,False
4251,-1.61,False
4252,-1.67,False
4253,-1.83,False
4254,-1.61,False
4255,-1.64,False
4256,-1.26,False
4257,-0.91,False
4258,-1.01,False
4259,0.27,False
4260,1.4,False
4261,1.02,False
4262,0.39,False
4263,-0.23,False
4264,-0.22,False
4265,0.05,False
4266,-0.1,False
4267,-0.52,False
4268,0.03,False
4269,0.42,False
4270,0.03,False
4271,0.1,False
4272,0.1,False
4273,-0.14,False
4274,-0.1,False
4275,0.14,False
4276,-0.03,False
4277,-0.09,False
4278,0.24,False
4279,0.21,False
4280,-0.65,False
4281,0.02,False
4282,0.58,False
4283,0.39,False
4284,0.03,False
4285,0.76,False
4286,0.4,False
4287,0.23,False
4288,0.44,False
4289,0.6,False
4290,0.42,False
4291,0.89,False
4292,1.02,False
4293,0.81,False
4294,1.03,False
4295,1.6,False
4296,1.02,False
4297,0.54,False
4298,1.17,False
4299,1.1,False
4300,0.75,False
4301,1.26,False
4302,0.71,False
4303,0.39,False
4304,1.19,False
4305,1.2,False
4306,0.67,False
4307,1.24,False
